"evento_data","horario","reservas","checkins","no-show","(%) no-show"
"2024-08-01","17:00:00","124","9","115","92.74%"
"2024-08-02","10:00:00","11","46","-35","-318.18%"
"2024-08-02","10:30:00","40","48","-8","-20.00%"
"2024-08-02","11:00:00","50","80","-30","-60.00%"
"2024-08-02","11:30:00","76","43","33","43.42%"
"2024-08-02","12:00:00","37","38","-1","-2.70%"
"2024-08-02","12:30:00","45","38","7","15.56%"
"2024-08-02","13:00:00","38","22","16","42.11%"
"2024-08-02","13:30:00","27","25","2","7.41%"
"2024-08-02","14:00:00","23","53","-30","-130.43%"
"2024-08-02","14:30:00","46","55","-9","-19.57%"
"2024-08-02","15:00:00","66","58","8","12.12%"
"2024-08-02","15:30:00","63","36","27","42.86%"
"2024-08-02","16:00:00","40","33","7","17.50%"
"2024-08-02","16:30:00","32","22","10","31.25%"
"2024-08-02","17:00:00","26","2","24","92.31%"
"2024-08-03","09:30:00","0","8","-8","0.00%"
"2024-08-03","10:00:00","25","51","-26","-104.00%"
"2024-08-03","10:30:00","38","78","-40","-105.26%"
"2024-08-03","11:00:00","116","91","25","21.55%"
"2024-08-03","11:30:00","62","40","22","35.48%"
"2024-08-03","12:00:00","41","35","6","14.63%"
"2024-08-03","12:30:00","31","39","-8","-25.81%"
"2024-08-03","13:00:00","35","52","-17","-48.57%"
"2024-08-03","13:30:00","58","45","13","22.41%"
"2024-08-03","14:00:00","38","59","-21","-55.26%"
"2024-08-03","14:30:00","70","61","9","12.86%"
"2024-08-03","15:00:00","76","53","23","30.26%"
"2024-08-03","15:30:00","55","78","-23","-41.82%"
"2024-08-03","16:00:00","64","57","7","10.94%"
"2024-08-03","16:30:00","58","42","16","27.59%"
"2024-08-03","17:00:00","46","0","46","100.00%"
"2024-08-03","17:30:00","0","4","-4","0.00%"
"2024-08-04","09:30:00","0","18","-18","0.00%"
"2024-08-04","10:00:00","98","104","-6","-6.12%"
"2024-08-04","10:30:00","51","71","-20","-39.22%"
"2024-08-04","11:00:00","58","76","-18","-31.03%"
"2024-08-04","11:30:00","79","76","3","3.80%"
"2024-08-04","12:00:00","77","65","12","15.58%"
"2024-08-04","12:30:00","69","66","3","4.35%"
"2024-08-04","13:00:00","60","48","12","20.00%"
"2024-08-04","13:30:00","55","52","3","5.45%"
"2024-08-04","14:00:00","52","57","-5","-9.62%"
"2024-08-04","14:30:00","59","48","11","18.64%"
"2024-08-04","15:00:00","45","66","-21","-46.67%"
"2024-08-04","15:30:00","64","55","9","14.06%"
"2024-08-04","16:00:00","58","36","22","37.93%"
"2024-08-04","16:30:00","37","50","-13","-35.14%"
"2024-08-04","17:00:00","53","1","52","98.11%"
"2024-08-06","09:30:00","0","70","-70","0.00%"
"2024-08-06","10:00:00","275","179","96","34.91%"
"2024-08-06","10:30:00","196","195","1","0.51%"
"2024-08-06","11:00:00","273","141","132","48.35%"
"2024-08-06","11:30:00","187","118","69","36.90%"
"2024-08-06","12:00:00","176","127","49","27.84%"
"2024-08-06","12:30:00","136","94","42","30.88%"
"2024-08-06","13:00:00","129","100","29","22.48%"
"2024-08-06","13:30:00","152","153","-1","-0.66%"
"2024-08-06","14:00:00","241","200","41","17.01%"
"2024-08-06","14:30:00","277","149","128","46.21%"
"2024-08-06","15:00:00","265","129","136","51.32%"
"2024-08-06","15:30:00","296","134","162","54.73%"
"2024-08-06","16:00:00","183","106","77","42.08%"
"2024-08-06","16:30:00","177","170","7","3.95%"
"2024-08-06","17:00:00","232","115","117","50.43%"
"2024-08-06","17:30:00","174","123","51","29.31%"
"2024-08-06","18:00:00","121","119","2","1.65%"
"2024-08-06","18:30:00","268","153","115","42.91%"
"2024-08-06","19:00:00","300","60","240","80.00%"
"2024-08-07","10:00:00","3","30","-27","-900.00%"
"2024-08-07","10:30:00","27","33","-6","-22.22%"
"2024-08-07","11:00:00","31","27","4","12.90%"
"2024-08-07","11:30:00","24","17","7","29.17%"
"2024-08-07","12:00:00","23","24","-1","-4.35%"
"2024-08-07","12:30:00","21","18","3","14.29%"
"2024-08-07","13:00:00","20","26","-6","-30.00%"
"2024-08-07","13:30:00","22","23","-1","-4.55%"
"2024-08-07","14:00:00","33","25","8","24.24%"
"2024-08-07","14:30:00","15","25","-10","-66.67%"
"2024-08-07","15:00:00","28","39","-11","-39.29%"
"2024-08-07","15:30:00","35","29","6","17.14%"
"2024-08-07","16:00:00","36","17","19","52.78%"
"2024-08-07","16:30:00","17","21","-4","-23.53%"
"2024-08-07","17:00:00","22","0","22","100.00%"
"2024-08-08","09:30:00","0","3","-3","0.00%"
"2024-08-08","10:00:00","3","42","-39","-1300.00%"
"2024-08-08","10:30:00","39","55","-16","-41.03%"
"2024-08-08","11:00:00","55","43","12","21.82%"
"2024-08-08","11:30:00","53","50","3","5.66%"
"2024-08-08","12:00:00","32","20","12","37.50%"
"2024-08-08","12:30:00","35","22","13","37.14%"
"2024-08-08","13:00:00","21","18","3","14.29%"
"2024-08-08","13:30:00","16","15","1","6.25%"
"2024-08-08","14:00:00","19","17","2","10.53%"
"2024-08-08","14:30:00","15","34","-19","-126.67%"
"2024-08-08","15:00:00","27","28","-1","-3.70%"
"2024-08-08","15:30:00","36","47","-11","-30.56%"
"2024-08-08","16:00:00","56","38","18","32.14%"
"2024-08-08","16:30:00","36","30","6","16.67%"
"2024-08-08","17:00:00","37","3","34","91.89%"
"2024-08-09","09:30:00","0","10","-10","0.00%"
"2024-08-09","10:00:00","29","68","-39","-134.48%"
"2024-08-09","10:30:00","49","41","8","16.33%"
"2024-08-09","11:00:00","40","59","-19","-47.50%"
"2024-08-09","11:30:00","63","41","22","34.92%"
"2024-08-09","12:00:00","36","65","-29","-80.56%"
"2024-08-09","12:30:00","69","32","37","53.62%"
"2024-08-09","13:00:00","30","23","7","23.33%"
"2024-08-09","13:30:00","22","27","-5","-22.73%"
"2024-08-09","14:00:00","22","31","-9","-40.91%"
"2024-08-09","14:30:00","35","48","-13","-37.14%"
"2024-08-09","15:00:00","43","42","1","2.33%"
"2024-08-09","15:30:00","55","45","10","18.18%"
"2024-08-09","16:00:00","47","38","9","19.15%"
"2024-08-09","16:30:00","36","38","-2","-5.56%"
"2024-08-09","17:00:00","42","0","42","100.00%"
"2024-08-10","09:30:00","0","5","-5","0.00%"
"2024-08-10","10:00:00","68","128","-60","-88.24%"
"2024-08-10","10:30:00","84","62","22","26.19%"
"2024-08-10","11:00:00","63","80","-17","-26.98%"
"2024-08-10","11:30:00","69","79","-10","-14.49%"
"2024-08-10","12:00:00","78","75","3","3.85%"
"2024-08-10","12:30:00","71","51","20","28.17%"
"2024-08-10","13:00:00","62","73","-11","-17.74%"
"2024-08-10","13:30:00","46","53","-7","-15.22%"
"2024-08-10","14:00:00","79","51","28","35.44%"
"2024-08-10","14:30:00","51","68","-17","-33.33%"
"2024-08-10","15:00:00","69","73","-4","-5.80%"
"2024-08-10","15:30:00","58","45","13","22.41%"
"2024-08-10","16:00:00","52","100","-48","-92.31%"
"2024-08-10","16:30:00","104","35","69","66.35%"
"2024-08-10","17:00:00","41","4","37","90.24%"
"2024-08-10","17:30:00","0","4","-4","0.00%"
"2024-08-11","09:30:00","0","9","-9","0.00%"
"2024-08-11","10:00:00","18","57","-39","-216.67%"
"2024-08-11","10:30:00","51","52","-1","-1.96%"
"2024-08-11","11:00:00","55","58","-3","-5.45%"
"2024-08-11","11:30:00","55","54","1","1.82%"
"2024-08-11","12:00:00","46","66","-20","-43.48%"
"2024-08-11","12:30:00","78","75","3","3.85%"
"2024-08-11","13:00:00","76","64","12","15.79%"
"2024-08-11","13:30:00","64","41","23","35.94%"
"2024-08-11","14:00:00","51","65","-14","-27.45%"
"2024-08-11","14:30:00","55","52","3","5.45%"
"2024-08-11","15:00:00","60","76","-16","-26.67%"
"2024-08-11","15:30:00","81","71","10","12.35%"
"2024-08-11","16:00:00","65","44","21","32.31%"
"2024-08-11","16:30:00","34","31","3","8.82%"
"2024-08-11","17:00:00","43","1","42","97.67%"
"2024-08-13","09:30:00","0","49","-49","0.00%"
"2024-08-13","10:00:00","300","189","111","37.00%"
"2024-08-13","10:30:00","300","176","124","41.33%"
"2024-08-13","11:00:00","324","219","105","32.41%"
"2024-08-13","11:30:00","302","175","127","42.05%"
"2024-08-13","12:00:00","299","149","150","50.17%"
"2024-08-13","12:30:00","217","140","77","35.48%"
"2024-08-13","13:00:00","284","138","146","51.41%"
"2024-08-13","13:30:00","291","171","120","41.24%"
"2024-08-13","14:00:00","300","156","144","48.00%"
"2024-08-13","14:30:00","300","166","134","44.67%"
"2024-08-13","15:00:00","300","166","134","44.67%"
"2024-08-13","15:30:00","300","163","137","45.67%"
"2024-08-13","16:00:00","309","161","148","47.90%"
"2024-08-13","16:30:00","357","123","234","65.55%"
"2024-08-13","17:00:00","301","148","153","50.83%"
"2024-08-13","17:30:00","265","125","140","52.83%"
"2024-08-13","18:00:00","287","167","120","41.81%"
"2024-08-13","18:30:00","363","98","265","73.00%"
"2024-08-13","19:00:00","383","56","327","85.38%"
"2024-08-14","10:00:00","113","35","78","69.03%"
"2024-08-14","10:30:00","35","40","-5","-14.29%"
"2024-08-14","11:00:00","138","32","106","76.81%"
"2024-08-14","11:30:00","30","49","-19","-63.33%"
"2024-08-14","12:00:00","48","19","29","60.42%"
"2024-08-14","12:30:00","20","35","-15","-75.00%"
"2024-08-14","13:00:00","30","21","9","30.00%"
"2024-08-14","13:30:00","20","20","0","0.00%"
"2024-08-14","14:00:00","137","29","108","78.83%"
"2024-08-14","14:30:00","30","34","-4","-13.33%"
"2024-08-14","15:00:00","70","24","46","65.71%"
"2024-08-14","15:30:00","27","23","4","14.81%"
"2024-08-14","16:00:00","25","25","0","0.00%"
"2024-08-14","16:30:00","18","9","9","50.00%"
"2024-08-14","17:00:00","17","3","14","82.35%"
"2024-08-15","10:00:00","31","45","-14","-45.16%"
"2024-08-15","10:30:00","46","44","2","4.35%"
"2024-08-15","11:00:00","55","42","13","23.64%"
"2024-08-15","11:30:00","39","43","-4","-10.26%"
"2024-08-15","12:00:00","45","29","16","35.56%"
"2024-08-15","12:30:00","27","32","-5","-18.52%"
"2024-08-15","13:00:00","28","14","14","50.00%"
"2024-08-15","13:30:00","17","24","-7","-41.18%"
"2024-08-15","14:00:00","19","47","-28","-147.37%"
"2024-08-15","14:30:00","34","129","-95","-279.41%"
"2024-08-15","15:00:00","124","65","59","47.58%"
"2024-08-15","15:30:00","66","53","13","19.70%"
"2024-08-15","16:00:00","48","48","0","0.00%"
"2024-08-15","16:30:00","45","24","21","46.67%"
"2024-08-15","17:00:00","34","6","28","82.35%"
"2024-08-15","19:00:00","6","0","6","100.00%"
"2024-08-16","09:30:00","0","9","-9","0.00%"
"2024-08-16","10:00:00","62","31","31","50.00%"
"2024-08-16","10:30:00","35","72","-37","-105.71%"
"2024-08-16","11:00:00","63","58","5","7.94%"
"2024-08-16","11:30:00","54","36","18","33.33%"
"2024-08-16","12:00:00","42","42","0","0.00%"
"2024-08-16","12:30:00","37","38","-1","-2.70%"
"2024-08-16","13:00:00","45","41","4","8.89%"
"2024-08-16","13:30:00","38","49","-11","-28.95%"
"2024-08-16","14:00:00","50","38","12","24.00%"
"2024-08-16","14:30:00","46","52","-6","-13.04%"
"2024-08-16","15:00:00","59","34","25","42.37%"
"2024-08-16","15:30:00","34","65","-31","-91.18%"
"2024-08-16","16:00:00","55","36","19","34.55%"
"2024-08-16","16:30:00","47","32","15","31.91%"
"2024-08-16","17:00:00","37","2","35","94.59%"
"2024-08-17","09:30:00","0","7","-7","0.00%"
"2024-08-17","10:00:00","53","106","-53","-100.00%"
"2024-08-17","10:30:00","50","48","2","4.00%"
"2024-08-17","11:00:00","60","62","-2","-3.33%"
"2024-08-17","11:30:00","53","83","-30","-56.60%"
"2024-08-17","12:00:00","75","71","4","5.33%"
"2024-08-17","12:30:00","61","74","-13","-21.31%"
"2024-08-17","13:00:00","84","68","16","19.05%"
"2024-08-17","13:30:00","71","72","-1","-1.41%"
"2024-08-17","14:00:00","86","70","16","18.60%"
"2024-08-17","14:30:00","77","41","36","46.75%"
"2024-08-17","15:00:00","44","64","-20","-45.45%"
"2024-08-17","15:30:00","58","65","-7","-12.07%"
"2024-08-17","16:00:00","63","54","9","14.29%"
"2024-08-17","16:30:00","58","34","24","41.38%"
"2024-08-17","17:00:00","43","0","43","100.00%"
"2024-08-17","17:30:00","0","4","-4","0.00%"
"2024-08-18","09:30:00","0","36","-36","0.00%"
"2024-08-18","10:00:00","64","110","-46","-71.88%"
"2024-08-18","10:30:00","79","96","-17","-21.52%"
"2024-08-18","11:00:00","74","100","-26","-35.14%"
"2024-08-18","11:30:00","91","77","14","15.38%"
"2024-08-18","12:00:00","87","53","34","39.08%"
"2024-08-18","12:30:00","83","60","23","27.71%"
"2024-08-18","13:00:00","62","67","-5","-8.06%"
"2024-08-18","13:30:00","45","78","-33","-73.33%"
"2024-08-18","14:00:00","82","60","22","26.83%"
"2024-08-18","14:30:00","69","38","31","44.93%"
"2024-08-18","15:00:00","39","62","-23","-58.97%"
"2024-08-18","15:30:00","50","72","-22","-44.00%"
"2024-08-18","16:00:00","68","27","41","60.29%"
"2024-08-18","16:30:00","51","38","13","25.49%"
"2024-08-18","17:00:00","46","8","38","82.61%"
"2024-08-20","09:30:00","0","31","-31","0.00%"
"2024-08-20","10:00:00","303","252","51","16.83%"
"2024-08-20","10:30:00","313","172","141","45.05%"
"2024-08-20","11:00:00","328","195","133","40.55%"
"2024-08-20","11:30:00","411","180","231","56.20%"
"2024-08-20","12:00:00","299","190","109","36.45%"
"2024-08-20","12:30:00","179","214","-35","-19.55%"
"2024-08-20","13:00:00","273","162","111","40.66%"
"2024-08-20","13:30:00","308","195","113","36.69%"
"2024-08-20","14:00:00","446","241","205","45.96%"
"2024-08-20","14:30:00","394","149","245","62.18%"
"2024-08-20","15:00:00","386","182","204","52.85%"
"2024-08-20","15:30:00","358","179","179","50.00%"
"2024-08-20","16:00:00","448","230","218","48.66%"
"2024-08-20","16:30:00","292","195","97","33.22%"
"2024-08-20","17:00:00","311","168","143","45.98%"
"2024-08-20","17:30:00","230","169","61","26.52%"
"2024-08-20","18:00:00","332","150","182","54.82%"
"2024-08-20","18:30:00","345","170","175","50.72%"
"2024-08-20","19:00:00","467","54","413","88.44%"
"2024-08-21","10:00:00","18","27","-9","-50.00%"
"2024-08-21","10:30:00","18","44","-26","-144.44%"
"2024-08-21","11:00:00","31","33","-2","-6.45%"
"2024-08-21","11:30:00","37","49","-12","-32.43%"
"2024-08-21","12:00:00","48","16","32","66.67%"
"2024-08-21","12:30:00","29","30","-1","-3.45%"
"2024-08-21","13:00:00","18","26","-8","-44.44%"
"2024-08-21","13:30:00","35","23","12","34.29%"
"2024-08-21","14:00:00","18","17","1","5.56%"
"2024-08-21","14:30:00","25","29","-4","-16.00%"
"2024-08-21","15:00:00","28","36","-8","-28.57%"
"2024-08-21","15:30:00","31","21","10","32.26%"
"2024-08-21","16:00:00","29","36","-7","-24.14%"
"2024-08-21","16:30:00","29","23","6","20.69%"
"2024-08-21","17:00:00","31","4","27","87.10%"
"2024-08-21","17:30:00","0","1","-1","0.00%"
"2024-08-21","19:00:00","5","0","5","100.00%"
"2024-08-22","09:30:00","0","4","-4","0.00%"
"2024-08-22","10:00:00","4","29","-25","-625.00%"
"2024-08-22","10:30:00","28","31","-3","-10.71%"
"2024-08-22","11:00:00","36","36","0","0.00%"
"2024-08-22","11:30:00","37","20","17","45.95%"
"2024-08-22","12:00:00","23","30","-7","-30.43%"
"2024-08-22","12:30:00","25","24","1","4.00%"
"2024-08-22","13:00:00","25","27","-2","-8.00%"
"2024-08-22","13:30:00","21","29","-8","-38.10%"
"2024-08-22","14:00:00","28","25","3","10.71%"
"2024-08-22","14:30:00","32","34","-2","-6.25%"
"2024-08-22","15:00:00","28","27","1","3.57%"
"2024-08-22","15:30:00","32","28","4","12.50%"
"2024-08-22","16:00:00","26","25","1","3.85%"
"2024-08-22","16:30:00","31","25","6","19.35%"
"2024-08-22","17:00:00","28","0","28","100.00%"
"2024-08-22","20:00:00","469","148","321","68.44%"
"2024-08-22","20:30:00","0","130","-130","0.00%"
"2024-08-22","21:00:00","265","80","185","69.81%"
"2024-08-22","21:30:00","0","10","-10","0.00%"
"2024-08-23","10:00:00","14","66","-52","-371.43%"
"2024-08-23","10:30:00","48","70","-22","-45.83%"
"2024-08-23","11:00:00","66","66","0","0.00%"
"2024-08-23","11:30:00","76","55","21","27.63%"
"2024-08-23","12:00:00","57","26","31","54.39%"
"2024-08-23","12:30:00","27","41","-14","-51.85%"
"2024-08-23","13:00:00","39","27","12","30.77%"
"2024-08-23","13:30:00","27","35","-8","-29.63%"
"2024-08-23","14:00:00","38","21","17","44.74%"
"2024-08-23","14:30:00","20","28","-8","-40.00%"
"2024-08-23","15:00:00","32","34","-2","-6.25%"
"2024-08-23","15:30:00","40","58","-18","-45.00%"
"2024-08-23","16:00:00","55","63","-8","-14.55%"
"2024-08-23","16:30:00","64","40","24","37.50%"
"2024-08-23","17:00:00","40","0","40","100.00%"
"2024-08-24","09:30:00","0","13","-13","0.00%"
"2024-08-24","10:00:00","31","82","-51","-164.52%"
"2024-08-24","10:30:00","54","61","-7","-12.96%"
"2024-08-24","11:00:00","69","86","-17","-24.64%"
"2024-08-24","11:30:00","62","63","-1","-1.61%"
"2024-08-24","12:00:00","83","60","23","27.71%"
"2024-08-24","12:30:00","44","47","-3","-6.82%"
"2024-08-24","13:00:00","77","67","10","12.99%"
"2024-08-24","13:30:00","50","68","-18","-36.00%"
"2024-08-24","14:00:00","69","68","1","1.45%"
"2024-08-24","14:30:00","79","110","-31","-39.24%"
"2024-08-24","15:00:00","123","73","50","40.65%"
"2024-08-24","15:30:00","57","74","-17","-29.82%"
"2024-08-24","16:00:00","78","72","6","7.69%"
"2024-08-24","16:30:00","74","62","12","16.22%"
"2024-08-24","17:00:00","82","4","78","95.12%"
"2024-08-24","19:00:00","1","0","1","100.00%"
"2024-08-25","09:30:00","0","13","-13","0.00%"
"2024-08-25","10:00:00","96","177","-81","-84.38%"
"2024-08-25","10:30:00","110","83","27","24.55%"
"2024-08-25","11:00:00","86","67","19","22.09%"
"2024-08-25","11:30:00","61","84","-23","-37.70%"
"2024-08-25","12:00:00","88","81","7","7.95%"
"2024-08-25","12:30:00","69","94","-25","-36.23%"
"2024-08-25","13:00:00","108","107","1","0.93%"
"2024-08-25","13:30:00","103","72","31","30.10%"
"2024-08-25","14:00:00","74","79","-5","-6.76%"
"2024-08-25","14:30:00","77","64","13","16.88%"
"2024-08-25","15:00:00","66","71","-5","-7.58%"
"2024-08-25","15:30:00","77","39","38","49.35%"
"2024-08-25","16:00:00","39","44","-5","-12.82%"
"2024-08-25","16:30:00","39","56","-17","-43.59%"
"2024-08-25","17:00:00","57","1","56","98.25%"
"2024-08-25","19:00:00","1","0","1","100.00%"
"2024-08-27","09:30:00","0","91","-91","0.00%"
"2024-08-27","10:00:00","454","221","233","51.32%"
"2024-08-27","10:30:00","296","207","89","30.07%"
"2024-08-27","11:00:00","305","158","147","48.20%"
"2024-08-27","11:30:00","200","160","40","20.00%"
"2024-08-27","12:00:00","211","128","83","39.34%"
"2024-08-27","12:30:00","139","108","31","22.30%"
"2024-08-27","13:00:00","169","132","37","21.89%"
"2024-08-27","13:30:00","194","140","54","27.84%"
"2024-08-27","14:00:00","335","172","163","48.66%"
"2024-08-27","14:30:00","346","156","190","54.91%"
"2024-08-27","15:00:00","376","246","130","34.57%"
"2024-08-27","15:30:00","281","207","74","26.33%"
"2024-08-27","16:00:00","305","133","172","56.39%"
"2024-08-27","16:30:00","192","172","20","10.42%"
"2024-08-27","17:00:00","284","184","100","35.21%"
"2024-08-27","17:30:00","165","146","19","11.52%"
"2024-08-27","18:00:00","249","148","101","40.56%"
"2024-08-27","18:30:00","153","152","1","0.65%"
"2024-08-27","19:00:00","430","65","365","84.88%"
"2024-08-28","10:00:00","8","23","-15","-187.50%"
"2024-08-28","10:30:00","23","23","0","0.00%"
"2024-08-28","11:00:00","22","16","6","27.27%"
"2024-08-28","11:30:00","25","36","-11","-44.00%"
"2024-08-28","12:00:00","21","16","5","23.81%"
"2024-08-28","12:30:00","18","31","-13","-72.22%"
"2024-08-28","13:00:00","33","22","11","33.33%"
"2024-08-28","13:30:00","33","15","18","54.55%"
"2024-08-28","14:00:00","23","26","-3","-13.04%"
"2024-08-28","14:30:00","18","58","-40","-222.22%"
"2024-08-28","15:00:00","56","32","24","42.86%"
"2024-08-28","15:30:00","30","33","-3","-10.00%"
"2024-08-28","16:00:00","38","28","10","26.32%"
"2024-08-28","16:30:00","37","18","19","51.35%"
"2024-08-28","17:00:00","21","3","18","85.71%"
"2024-08-29","09:30:00","0","2","-2","0.00%"
"2024-08-29","10:00:00","5","40","-35","-700.00%"
"2024-08-29","10:30:00","142","61","81","57.04%"
"2024-08-29","11:00:00","19","37","-18","-94.74%"
"2024-08-29","11:30:00","29","42","-13","-44.83%"
"2024-08-29","12:00:00","47","25","22","46.81%"
"2024-08-29","12:30:00","32","17","15","46.88%"
"2024-08-29","13:00:00","18","28","-10","-55.56%"
"2024-08-29","13:30:00","38","24","14","36.84%"
"2024-08-29","14:00:00","22","21","1","4.55%"
"2024-08-29","14:30:00","17","28","-11","-64.71%"
"2024-08-29","15:00:00","25","32","-7","-28.00%"
"2024-08-29","15:30:00","30","40","-10","-33.33%"
"2024-08-29","16:00:00","44","27","17","38.64%"
"2024-08-29","16:30:00","28","19","9","32.14%"
"2024-08-29","17:00:00","24","0","24","100.00%"
"2024-08-30","09:30:00","0","8","-8","0.00%"
"2024-08-30","10:00:00","19","47","-28","-147.37%"
"2024-08-30","10:30:00","26","33","-7","-26.92%"
"2024-08-30","11:00:00","44","48","-4","-9.09%"
"2024-08-30","11:30:00","42","24","18","42.86%"
"2024-08-30","12:00:00","24","32","-8","-33.33%"
"2024-08-30","12:30:00","20","38","-18","-90.00%"
"2024-08-30","13:00:00","39","29","10","25.64%"
"2024-08-30","13:30:00","42","36","6","14.29%"
"2024-08-30","14:00:00","45","35","10","22.22%"
"2024-08-30","14:30:00","74","74","0","0.00%"
"2024-08-30","15:00:00","42","47","-5","-11.90%"
"2024-08-30","15:30:00","14","51","-37","-264.29%"
"2024-08-30","16:00:00","64","41","23","35.94%"
"2024-08-30","16:30:00","48","34","14","29.17%"
"2024-08-30","17:00:00","59","7","52","88.14%"
"2024-08-31","09:30:00","0","4","-4","0.00%"
"2024-08-31","10:00:00","13","67","-54","-415.38%"
"2024-08-31","10:30:00","56","59","-3","-5.36%"
"2024-08-31","11:00:00","59","93","-34","-57.63%"
"2024-08-31","11:30:00","80","75","5","6.25%"
"2024-08-31","12:00:00","85","79","6","7.06%"
"2024-08-31","12:30:00","62","23","39","62.90%"
"2024-08-31","13:00:00","35","32","3","8.57%"
"2024-08-31","13:30:00","37","56","-19","-51.35%"
"2024-08-31","14:00:00","48","59","-11","-22.92%"
"2024-08-31","14:30:00","83","44","39","46.99%"
"2024-08-31","15:00:00","66","83","-17","-25.76%"
"2024-08-31","15:30:00","42","66","-24","-57.14%"
"2024-08-31","16:00:00","72","67","5","6.94%"
"2024-08-31","16:30:00","79","42","37","46.84%"
"2024-08-31","17:00:00","59","5","54","91.53%"
"2024-08-31","19:00:00","1","0","1","100.00%"
"2024-08-31","19:30:00","1","0","1","100.00%"
"2024-09-01","09:30:00","0","6","-6","0.00%"
"2024-09-01","10:00:00","36","108","-72","-200.00%"
"2024-09-01","10:30:00","95","64","31","32.63%"
"2024-09-01","11:00:00","53","99","-46","-86.79%"
"2024-09-01","11:30:00","109","61","48","44.04%"
"2024-09-01","12:00:00","61","78","-17","-27.87%"
"2024-09-01","12:30:00","65","58","7","10.77%"
"2024-09-01","13:00:00","62","52","10","16.13%"
"2024-09-01","13:30:00","58","60","-2","-3.45%"
"2024-09-01","14:00:00","63","70","-7","-11.11%"
"2024-09-01","14:30:00","68","59","9","13.24%"
"2024-09-01","15:00:00","70","61","9","12.86%"
"2024-09-01","15:30:00","56","45","11","19.64%"
"2024-09-01","16:00:00","52","72","-20","-38.46%"
"2024-09-01","16:30:00","60","43","17","28.33%"
"2024-09-01","17:00:00","49","7","42","85.71%"
"2024-09-01","19:00:00","3","0","3","100.00%"
"2024-09-03","09:30:00","0","74","-74","0.00%"
"2024-09-03","10:00:00","462","199","263","56.93%"
"2024-09-03","10:30:00","97","191","-94","-96.91%"
"2024-09-03","11:00:00","349","166","183","52.44%"
"2024-09-03","11:30:00","225","77","148","65.78%"
"2024-09-03","12:00:00","183","183","0","0.00%"
"2024-09-03","12:30:00","107","113","-6","-5.61%"
"2024-09-03","13:00:00","218","120","98","44.95%"
"2024-09-03","13:30:00","235","139","96","40.85%"
"2024-09-03","14:00:00","344","139","205","59.59%"
"2024-09-03","14:30:00","228","178","50","21.93%"
"2024-09-03","15:00:00","321","164","157","48.91%"
"2024-09-03","15:30:00","286","158","128","44.76%"
"2024-09-03","16:00:00","271","156","115","42.44%"
"2024-09-03","16:30:00","224","165","59","26.34%"
"2024-09-03","17:00:00","181","117","64","35.36%"
"2024-09-03","17:30:00","154","143","11","7.14%"
"2024-09-03","18:00:00","223","138","85","38.12%"
"2024-09-03","18:30:00","211","189","22","10.43%"
"2024-09-03","19:00:00","407","62","345","84.77%"
"2024-09-04","09:30:00","0","1","-1","0.00%"
"2024-09-04","10:00:00","6","39","-33","-550.00%"
"2024-09-04","10:30:00","40","33","7","17.50%"
"2024-09-04","11:00:00","27","33","-6","-22.22%"
"2024-09-04","11:30:00","33","46","-13","-39.39%"
"2024-09-04","12:00:00","45","19","26","57.78%"
"2024-09-04","12:30:00","19","17","2","10.53%"
"2024-09-04","13:00:00","18","18","0","0.00%"
"2024-09-04","13:30:00","19","15","4","21.05%"
"2024-09-04","14:00:00","16","25","-9","-56.25%"
"2024-09-04","14:30:00","27","26","1","3.70%"
"2024-09-04","15:00:00","25","37","-12","-48.00%"
"2024-09-04","15:30:00","38","26","12","31.58%"
"2024-09-04","16:00:00","24","28","-4","-16.67%"
"2024-09-04","16:30:00","33","24","9","27.27%"
"2024-09-04","17:00:00","25","5","20","80.00%"
"2024-09-04","19:00:00","2","0","2","100.00%"
"2024-09-05","09:30:00","0","41","-41","0.00%"
"2024-09-05","10:00:00","281","186","95","33.81%"
"2024-09-05","10:30:00","120","118","2","1.67%"
"2024-09-05","11:00:00","177","88","89","50.28%"
"2024-09-05","11:30:00","154","130","24","15.58%"
"2024-09-05","12:00:00","104","74","30","28.85%"
"2024-09-05","12:30:00","106","101","5","4.72%"
"2024-09-05","13:00:00","161","110","51","31.68%"
"2024-09-05","13:30:00","140","120","20","14.29%"
"2024-09-05","14:00:00","177","97","80","45.20%"
"2024-09-05","14:30:00","146","143","3","2.05%"
"2024-09-05","15:00:00","205","106","99","48.29%"
"2024-09-05","15:30:00","165","199","-34","-20.61%"
"2024-09-05","16:00:00","220","135","85","38.64%"
"2024-09-05","16:30:00","255","170","85","33.33%"
"2024-09-05","17:00:00","281","41","240","85.41%"
"2024-09-05","17:30:00","0","41","-41","0.00%"
"2024-09-05","19:00:00","76","0","76","100.00%"
"2024-09-06","09:30:00","0","10","-10","0.00%"
"2024-09-06","10:00:00","46","98","-52","-113.04%"
"2024-09-06","10:30:00","54","163","-109","-201.85%"
"2024-09-06","11:00:00","68","103","-35","-51.47%"
"2024-09-06","11:30:00","151","76","75","49.67%"
"2024-09-06","12:00:00","87","77","10","11.49%"
"2024-09-06","12:30:00","49","51","-2","-4.08%"
"2024-09-06","13:00:00","60","59","1","1.67%"
"2024-09-06","13:30:00","95","35","60","63.16%"
"2024-09-06","14:00:00","41","56","-15","-36.59%"
"2024-09-06","14:30:00","68","85","-17","-25.00%"
