"evento_data","horario","reservas","checkins","no-show","(%) no-show"
"2025-03-21","20:00:00","143","21","122","85.31%"
"2025-03-21","20:30:00","0","2","-2","0.00%"
"2025-03-22","09:30:00","0","12","-12","0.00%"
"2025-03-22","10:00:00","145","70","75","51.72%"
"2025-03-22","10:30:00","65","63","2","3.08%"
"2025-03-22","11:00:00","49","49","0","0.00%"
"2025-03-22","11:30:00","42","44","-2","-4.76%"
"2025-03-22","12:00:00","35","54","-19","-54.29%"
"2025-03-22","12:30:00","43","28","15","34.88%"
"2025-03-22","13:00:00","9","35","-26","-288.89%"
"2025-03-22","13:30:00","29","72","-43","-148.28%"
"2025-03-22","14:00:00","96","49","47","48.96%"
"2025-03-22","14:30:00","137","63","74","54.01%"
"2025-03-22","15:00:00","99","82","17","17.17%"
"2025-03-22","15:30:00","43","119","-76","-176.74%"
"2025-03-22","16:00:00","105","66","39","37.14%"
"2025-03-22","16:30:00","113","88","25","22.12%"
"2025-03-22","17:00:00","95","7","88","92.63%"
"2025-03-23","09:30:00","0","4","-4","0.00%"
"2025-03-23","10:00:00","53","115","-62","-116.98%"
"2025-03-23","10:30:00","51","90","-39","-76.47%"
"2025-03-23","11:00:00","131","61","70","53.44%"
"2025-03-23","11:30:00","77","77","0","0.00%"
"2025-03-23","12:00:00","55","58","-3","-5.45%"
"2025-03-23","12:30:00","74","73","1","1.35%"
"2025-03-23","13:00:00","71","74","-3","-4.23%"
"2025-03-23","13:30:00","101","82","19","18.81%"
"2025-03-23","14:00:00","113","90","23","20.35%"
"2025-03-23","14:30:00","119","79","40","33.61%"
"2025-03-23","15:00:00","127","102","25","19.69%"
"2025-03-23","15:30:00","44","86","-42","-95.45%"
"2025-03-23","16:00:00","52","47","5","9.62%"
"2025-03-23","16:30:00","105","26","79","75.24%"
"2025-03-23","17:00:00","52","4","48","92.31%"
"2025-03-25","09:30:00","0","48","-48","0.00%"
"2025-03-25","10:00:00","263","168","95","36.12%"
"2025-03-25","10:30:00","176","159","17","9.66%"
"2025-03-25","11:00:00","225","89","136","60.44%"
"2025-03-25","11:30:00","95","162","-67","-70.53%"
"2025-03-25","12:00:00","191","127","64","33.51%"
"2025-03-25","12:30:00","107","138","-31","-28.97%"
"2025-03-25","13:00:00","191","105","86","45.03%"
"2025-03-25","13:30:00","135","118","17","12.59%"
"2025-03-25","14:00:00","301","212","89","29.57%"
"2025-03-25","14:30:00","249","180","69","27.71%"
"2025-03-25","15:00:00","309","213","96","31.07%"
"2025-03-25","15:30:00","252","166","86","34.13%"
"2025-03-25","16:00:00","211","148","63","29.86%"
"2025-03-25","16:30:00","142","172","-30","-21.13%"
"2025-03-25","17:00:00","256","64","192","75.00%"
"2025-03-25","17:30:00","134","141","-7","-5.22%"
"2025-03-25","18:00:00","202","211","-9","-4.46%"
"2025-03-25","18:30:00","218","124","94","43.12%"
"2025-03-25","19:00:00","330","64","266","80.61%"
"2025-03-25","20:00:00","129","0","129","100.00%"
"2025-03-26","10:00:00","69","30","39","56.52%"
"2025-03-26","10:30:00","56","71","-15","-26.79%"
"2025-03-26","11:00:00","486","116","370","76.13%"
"2025-03-26","11:30:00","22","50","-28","-127.27%"
"2025-03-26","12:00:00","24","26","-2","-8.33%"
"2025-03-26","12:30:00","15","24","-9","-60.00%"
"2025-03-26","13:00:00","11","49","-38","-345.45%"
"2025-03-26","13:30:00","35","74","-39","-111.43%"
"2025-03-26","14:00:00","175","48","127","72.57%"
"2025-03-26","14:30:00","55","34","21","38.18%"
"2025-03-26","15:00:00","96","59","37","38.54%"
"2025-03-26","15:30:00","19","31","-12","-63.16%"
"2025-03-26","16:00:00","76","23","53","69.74%"
"2025-03-26","16:30:00","31","27","4","12.90%"
"2025-03-26","17:00:00","28","0","28","100.00%"
"2025-03-26","18:00:00","0","8","-8","0.00%"
"2025-03-26","18:30:00","0","137","-137","0.00%"
"2025-03-26","19:00:00","1183","288","895","75.66%"
"2025-03-26","19:30:00","0","181","-181","0.00%"
"2025-03-26","20:00:00","0","43","-43","0.00%"
"2025-03-26","20:30:00","0","18","-18","0.00%"
"2025-03-26","21:00:00","0","6","-6","0.00%"
"2025-03-26","21:30:00","0","2","-2","0.00%"
"2025-03-27","10:00:00","24","106","-82","-341.67%"
"2025-03-27","10:30:00","35","43","-8","-22.86%"
"2025-03-27","11:00:00","79","36","43","54.43%"
"2025-03-27","11:30:00","38","23","15","39.47%"
"2025-03-27","12:00:00","60","0","60","100.00%"
"2025-03-27","12:30:00","3","2","1","33.33%"
"2025-03-27","13:00:00","2","1","1","50.00%"
"2025-03-27","13:30:00","9","7","2","22.22%"
"2025-03-27","14:00:00","46","47","-1","-2.17%"
"2025-03-27","14:30:00","94","98","-4","-4.26%"
"2025-03-27","15:00:00","138","81","57","41.30%"
"2025-03-27","15:30:00","16","65","-49","-306.25%"
"2025-03-27","16:00:00","251","93","158","62.95%"
"2025-03-27","16:30:00","163","106","57","34.97%"
"2025-03-27","17:00:00","444","101","343","77.25%"
"2025-03-27","17:30:00","0","60","-60","0.00%"
"2025-03-27","18:00:00","558","114","444","79.57%"
"2025-03-27","18:30:00","30","129","-99","-330.00%"
"2025-03-27","19:00:00","565","147","418","73.98%"
"2025-03-27","19:30:00","77","125","-48","-62.34%"
"2025-03-27","20:00:00","320","62","258","80.63%"
"2025-03-27","20:30:00","48","78","-30","-62.50%"
"2025-03-27","21:00:00","159","25","134","84.28%"
"2025-03-28","09:30:00","0","8","-8","0.00%"
"2025-03-28","10:00:00","183","95","88","48.09%"
"2025-03-28","10:30:00","87","83","4","4.60%"
"2025-03-28","11:00:00","163","44","119","73.01%"
"2025-03-28","11:30:00","96","43","53","55.21%"
"2025-03-28","12:00:00","63","137","-74","-117.46%"
"2025-03-28","12:30:00","23","124","-101","-439.13%"
"2025-03-28","13:00:00","24","72","-48","-200.00%"
"2025-03-28","13:30:00","41","52","-11","-26.83%"
"2025-03-28","14:00:00","312","49","263","84.29%"
"2025-03-28","14:30:00","192","102","90","46.88%"
"2025-03-28","15:00:00","201","94","107","53.23%"
"2025-03-28","15:30:00","93","107","-14","-15.05%"
"2025-03-28","16:00:00","74","68","6","8.11%"
"2025-03-28","16:30:00","118","92","26","22.03%"
"2025-03-28","17:00:00","105","72","33","31.43%"
"2025-03-28","17:30:00","2","220","-218","-10900.00%"
"2025-03-28","18:00:00","1097","328","769","70.10%"
"2025-03-28","18:30:00","744","291","453","60.89%"
"2025-03-28","19:00:00","813","337","476","58.55%"
"2025-03-28","19:30:00","820","485","335","40.85%"
"2025-03-28","20:00:00","1039","166","873","84.02%"
"2025-03-28","20:30:00","0","2","-2","0.00%"
"2025-03-29","09:30:00","0","4","-4","0.00%"
"2025-03-29","10:00:00","79","43","36","45.57%"
"2025-03-29","10:30:00","75","61","14","18.67%"
"2025-03-29","11:00:00","150","116","34","22.67%"
"2025-03-29","11:30:00","136","130","6","4.41%"
"2025-03-29","12:00:00","153","115","38","24.84%"
"2025-03-29","12:30:00","112","111","1","0.89%"
"2025-03-29","13:00:00","104","135","-31","-29.81%"
"2025-03-29","13:30:00","83","109","-26","-31.33%"
"2025-03-29","14:00:00","268","142","126","47.01%"
"2025-03-29","14:30:00","165","176","-11","-6.67%"
"2025-03-29","15:00:00","224","184","40","17.86%"
"2025-03-29","15:30:00","207","152","55","26.57%"
"2025-03-29","16:00:00","217","221","-4","-1.84%"
"2025-03-29","16:30:00","187","164","23","12.30%"
"2025-03-29","17:00:00","271","214","57","21.03%"
"2025-03-29","17:30:00","0","9","-9","0.00%"
"2025-03-29","19:30:00","0","231","-231","0.00%"
"2025-03-29","20:00:00","328","72","256","78.05%"
"2025-03-30","10:00:00","66","76","-10","-15.15%"
"2025-03-30","10:30:00","143","82","61","42.66%"
"2025-03-30","11:00:00","176","175","1","0.57%"
"2025-03-30","11:30:00","202","149","53","26.24%"
"2025-03-30","12:00:00","252","195","57","22.62%"
"2025-03-30","12:30:00","162","200","-38","-23.46%"
"2025-03-30","13:00:00","203","144","59","29.06%"
"2025-03-30","13:30:00","192","180","12","6.25%"
"2025-03-30","14:00:00","219","169","50","22.83%"
"2025-03-30","14:30:00","176","187","-11","-6.25%"
"2025-03-30","15:00:00","183","145","38","20.77%"
"2025-03-30","15:30:00","169","190","-21","-12.43%"
"2025-03-30","16:00:00","174","199","-25","-14.37%"
"2025-03-30","16:30:00","183","176","7","3.83%"
"2025-03-30","17:00:00","149","89","60","40.27%"
"2025-03-30","17:30:00","1","11","-10","-1000.00%"
"2025-04-01","10:00:00","451","119","332","73.61%"
"2025-04-01","10:30:00","339","223","116","34.22%"
"2025-04-01","11:00:00","366","270","96","26.23%"
"2025-04-01","11:30:00","266","120","146","54.89%"
"2025-04-01","12:00:00","288","170","118","40.97%"
"2025-04-01","12:30:00","204","186","18","8.82%"
"2025-04-01","13:00:00","296","238","58","19.59%"
"2025-04-01","13:30:00","274","194","80","29.20%"
"2025-04-01","14:00:00","641","247","394","61.47%"
"2025-04-01","14:30:00","430","342","88","20.47%"
"2025-04-01","15:00:00","625","304","321","51.36%"
"2025-04-01","15:30:00","452","279","173","38.27%"
"2025-04-01","16:00:00","426","255","171","40.14%"
"2025-04-01","16:30:00","298","299","-1","-0.34%"
"2025-04-01","17:00:00","420","250","170","40.48%"
"2025-04-01","17:30:00","286","274","12","4.20%"
"2025-04-01","18:00:00","295","217","78","26.44%"
"2025-04-01","18:30:00","243","261","-18","-7.41%"
"2025-04-01","19:00:00","383","139","244","63.71%"
"2025-04-02","10:00:00","152","25","127","83.55%"
"2025-04-02","10:30:00","68","41","27","39.71%"
"2025-04-02","11:00:00","86","55","31","36.05%"
"2025-04-02","11:30:00","57","44","13","22.81%"
"2025-04-02","12:00:00","47","40","7","14.89%"
"2025-04-02","12:30:00","42","60","-18","-42.86%"
"2025-04-02","13:00:00","38","37","1","2.63%"
"2025-04-02","13:30:00","57","41","16","28.07%"
"2025-04-02","14:00:00","113","40","73","64.60%"
"2025-04-02","14:30:00","68","46","22","32.35%"
"2025-04-02","15:00:00","184","79","105","57.07%"
"2025-04-02","15:30:00","67","106","-39","-58.21%"
"2025-04-02","16:00:00","67","74","-7","-10.45%"
"2025-04-02","16:30:00","65","73","-8","-12.31%"
"2025-04-02","17:00:00","60","60","0","0.00%"
"2025-04-03","09:30:00","0","3","-3","0.00%"
"2025-04-03","10:00:00","155","99","56","36.13%"
"2025-04-03","10:30:00","101","31","70","69.31%"
"2025-04-03","11:00:00","74","34","40","54.05%"
"2025-04-03","11:30:00","39","31","8","20.51%"
"2025-04-03","12:00:00","46","68","-22","-47.83%"
"2025-04-03","12:30:00","54","74","-20","-37.04%"
"2025-04-03","13:00:00","52","81","-29","-55.77%"
"2025-04-03","13:30:00","36","48","-12","-33.33%"
"2025-04-03","14:00:00","128","86","42","32.81%"
"2025-04-03","14:30:00","96","115","-19","-19.79%"
"2025-04-03","15:00:00","192","102","90","46.88%"
"2025-04-03","15:30:00","49","78","-29","-59.18%"
"2025-04-03","16:00:00","47","75","-28","-59.57%"
"2025-04-03","16:30:00","106","84","22","20.75%"
"2025-04-03","17:00:00","86","43","43","50.00%"
"2025-04-04","10:00:00","84","71","13","15.48%"
"2025-04-04","10:30:00","67","75","-8","-11.94%"
"2025-04-04","11:00:00","209","76","133","63.64%"
"2025-04-04","11:30:00","97","106","-9","-9.28%"
"2025-04-04","12:00:00","88","63","25","28.41%"
"2025-04-04","12:30:00","58","64","-6","-10.34%"
"2025-04-04","13:00:00","57","105","-48","-84.21%"
"2025-04-04","13:30:00","65","56","9","13.85%"
"2025-04-04","14:00:00","218","62","156","71.56%"
"2025-04-04","14:30:00","153","82","71","46.41%"
"2025-04-04","15:00:00","209","156","53","25.36%"
"2025-04-04","15:30:00","105","197","-92","-87.62%"
"2025-04-04","16:00:00","89","123","-34","-38.20%"
"2025-04-04","16:30:00","163","154","9","5.52%"
"2025-04-04","17:00:00","142","76","66","46.48%"
"2025-04-04","17:30:00","18","300","-282","-1566.67%"
"2025-04-04","18:00:00","843","363","480","56.94%"
"2025-04-04","18:30:00","719","341","378","52.57%"
"2025-04-04","19:00:00","589","302","287","48.73%"
"2025-04-04","19:30:00","459","279","180","39.22%"
"2025-04-04","20:00:00","333","112","221","66.37%"
"2025-04-05","09:30:00","0","5","-5","0.00%"
"2025-04-05","10:00:00","164","83","81","49.39%"
"2025-04-05","10:30:00","102","64","38","37.25%"
"2025-04-05","11:00:00","270","145","125","46.30%"
"2025-04-05","11:30:00","132","140","-8","-6.06%"
"2025-04-05","12:00:00","178","179","-1","-0.56%"
"2025-04-05","12:30:00","123","173","-50","-40.65%"
"2025-04-05","13:00:00","104","146","-42","-40.38%"
"2025-04-05","13:30:00","113","150","-37","-32.74%"
"2025-04-05","14:00:00","192","117","75","39.06%"
"2025-04-05","14:30:00","171","134","37","21.64%"
"2025-04-05","15:00:00","232","184","48","20.69%"
"2025-04-05","15:30:00","172","185","-13","-7.56%"
"2025-04-05","16:00:00","164","240","-76","-46.34%"
"2025-04-05","16:30:00","257","236","21","8.17%"
"2025-04-05","17:00:00","186","153","33","17.74%"
"2025-04-05","17:30:00","0","4","-4","0.00%"
"2025-04-06","10:00:00","57","0","57","100.00%"
"2025-04-06","10:30:00","34","0","34","100.00%"
"2025-04-06","11:00:00","19","0","19","100.00%"
"2025-04-06","11:30:00","7","0","7","100.00%"
"2025-04-06","12:00:00","6","0","6","100.00%"
"2025-04-06","13:00:00","5","0","5","100.00%"
"2025-04-06","13:30:00","1","0","1","100.00%"
"2025-04-06","14:00:00","36","0","36","100.00%"
"2025-04-06","14:30:00","5","0","5","100.00%"
"2025-04-06","15:00:00","7","0","7","100.00%"
"2025-04-06","16:00:00","11","0","11","100.00%"
"2025-04-08","09:30:00","0","11","-11","0.00%"
"2025-04-08","10:00:00","665","344","321","48.27%"
"2025-04-08","10:30:00","520","393","127","24.42%"
"2025-04-08","11:00:00","497","383","114","22.94%"
"2025-04-08","11:30:00","385","342","43","11.17%"
"2025-04-08","12:00:00","447","286","161","36.02%"
"2025-04-08","12:30:00","337","257","80","23.74%"
"2025-04-08","13:00:00","350","237","113","32.29%"
"2025-04-08","13:30:00","326","268","58","17.79%"
"2025-04-08","14:00:00","658","342","316","48.02%"
"2025-04-08","14:30:00","593","221","372","62.73%"
"2025-04-08","15:00:00","527","380","147","27.89%"
"2025-04-08","15:30:00","475","402","73","15.37%"
"2025-04-08","16:00:00","480","313","167","34.79%"
"2025-04-08","16:30:00","320","208","112","35.00%"
"2025-04-08","17:00:00","331","191","140","42.30%"
"2025-04-08","17:30:00","374","224","150","40.11%"
"2025-04-08","18:00:00","433","272","161","37.18%"
"2025-04-08","18:30:00","303","271","32","10.56%"
"2025-04-08","19:00:00","442","99","343","77.60%"
"2025-04-09","10:00:00","90","25","65","72.22%"
"2025-04-09","10:30:00","54","41","13","24.07%"
"2025-04-09","11:00:00","164","46","118","71.95%"
"2025-04-09","11:30:00","54","76","-22","-40.74%"
"2025-04-09","12:00:00","39","83","-44","-112.82%"
"2025-04-09","12:30:00","38","38","0","0.00%"
"2025-04-09","13:00:00","32","47","-15","-46.88%"
"2025-04-09","13:30:00","53","45","8","15.09%"
"2025-04-09","14:00:00","151","62","89","58.94%"
"2025-04-09","14:30:00","54","105","-51","-94.44%"
"2025-04-09","15:00:00","150","44","106","70.67%"
"2025-04-09","15:30:00","64","58","6","9.38%"
"2025-04-09","16:00:00","63","66","-3","-4.76%"
"2025-04-09","16:30:00","70","67","3","4.29%"
"2025-04-09","17:00:00","43","46","-3","-6.98%"
"2025-04-09","19:00:00","8","0","8","100.00%"
"2025-04-10","09:30:00","0","1","-1","0.00%"
"2025-04-10","10:00:00","108","65","43","39.81%"
"2025-04-10","10:30:00","50","88","-38","-76.00%"
"2025-04-10","11:00:00","65","61","4","6.15%"
"2025-04-10","11:30:00","64","26","38","59.38%"
"2025-04-10","12:00:00","64","75","-11","-17.19%"
"2025-04-10","12:30:00","44","42","2","4.55%"
"2025-04-10","13:00:00","40","29","11","27.50%"
"2025-04-10","13:30:00","25","32","-7","-28.00%"
"2025-04-10","14:00:00","51","43","8","15.69%"
"2025-04-10","14:30:00","62","50","12","19.35%"
"2025-04-10","15:00:00","53","58","-5","-9.43%"
"2025-04-10","15:30:00","52","93","-41","-78.85%"
"2025-04-10","16:00:00","80","76","4","5.00%"
"2025-04-10","16:30:00","79","54","25","31.65%"
"2025-04-10","17:00:00","22","34","-12","-54.55%"
"2025-04-10","19:00:00","2","0","2","100.00%"
"2025-04-10","19:30:00","0","15","-15","0.00%"
"2025-04-10","20:00:00","514","152","362","70.43%"
"2025-04-10","20:30:00","0","55","-55","0.00%"
"2025-04-10","21:00:00","77","22","55","71.43%"
"2025-04-10","21:30:00","0","3","-3","0.00%"
"2025-04-11","10:00:00","151","33","118","78.15%"
"2025-04-11","10:30:00","66","108","-42","-63.64%"
"2025-04-11","11:00:00","109","111","-2","-1.83%"
"2025-04-11","11:30:00","116","126","-10","-8.62%"
"2025-04-11","12:00:00","125","63","62","49.60%"
"2025-04-11","12:30:00","57","66","-9","-15.79%"
"2025-04-11","13:00:00","63","79","-16","-25.40%"
"2025-04-11","13:30:00","56","96","-40","-71.43%"
"2025-04-11","14:00:00","170","119","51","30.00%"
"2025-04-11","14:30:00","206","139","67","32.52%"
"2025-04-11","15:00:00","154","88","66","42.86%"
"2025-04-11","15:30:00","64","125","-61","-95.31%"
"2025-04-11","16:00:00","99","121","-22","-22.22%"
"2025-04-11","16:30:00","187","75","112","59.89%"
"2025-04-11","17:00:00","73","66","7","9.59%"
"2025-04-11","17:30:00","10","193","-183","-1830.00%"
"2025-04-11","18:00:00","886","348","538","60.72%"
"2025-04-11","18:30:00","370","265","105","28.38%"
"2025-04-11","19:00:00","503","311","192","38.17%"
"2025-04-11","19:30:00","387","320","67","17.31%"
"2025-04-11","20:00:00","311","191","120","38.59%"
"2025-04-11","20:30:00","0","1","-1","0.00%"
"2025-04-12","09:30:00","0","4","-4","0.00%"
"2025-04-12","10:00:00","258","99","159","61.63%"
"2025-04-12","10:30:00","181","106","75","41.44%"
"2025-04-12","11:00:00","194","173","21","10.82%"
"2025-04-12","11:30:00","179","208","-29","-16.20%"
"2025-04-12","12:00:00","229","147","82","35.81%"
"2025-04-12","12:30:00","138","201","-63","-45.65%"
"2025-04-12","13:00:00","158","202","-44","-27.85%"
"2025-04-12","13:30:00","153","156","-3","-1.96%"
"2025-04-12","14:00:00","299","182","117","39.13%"
"2025-04-12","14:30:00","253","276","-23","-9.09%"
"2025-04-12","15:00:00","321","203","118","36.76%"
"2025-04-12","15:30:00","197","236","-39","-19.80%"
"2025-04-12","16:00:00","240","311","-71","-29.58%"
"2025-04-12","16:30:00","271","304","-33","-12.18%"
"2025-04-12","17:00:00","201","111","90","44.78%"
"2025-04-12","18:00:00","0","29","-29","0.00%"
"2025-04-12","19:00:00","29","0","29","100.00%"
"2025-04-13","09:30:00","0","3","-3","0.00%"
"2025-04-13","10:00:00","74","132","-58","-78.38%"
"2025-04-13","10:30:00","158","183","-25","-15.82%"
"2025-04-13","11:00:00","192","223","-31","-16.15%"
"2025-04-13","11:30:00","208","219","-11","-5.29%"
"2025-04-13","12:00:00","188","164","24","12.77%"
"2025-04-13","12:30:00","144","167","-23","-15.97%"
"2025-04-13","13:00:00","150","185","-35","-23.33%"
"2025-04-13","13:30:00","135","173","-38","-28.15%"
"2025-04-13","14:00:00","208","191","17","8.17%"
"2025-04-13","14:30:00","314","207","107","34.08%"
"2025-04-13","15:00:00","223","185","38","17.04%"
"2025-04-13","15:30:00","143","222","-79","-55.24%"
"2025-04-13","16:00:00","188","124","64","34.04%"
"2025-04-13","16:30:00","243","145","98","40.33%"
"2025-04-13","17:00:00","186","66","120","64.52%"
"2025-04-13","18:00:00","0","1","-1","0.00%"
"2025-04-14","19:00:00","16","0","16","100.00%"
"2025-04-15","09:30:00","0","28","-28","0.00%"
"2025-04-15","10:00:00","408","171","237","58.09%"
"2025-04-15","10:30:00","493","204","289","58.62%"
"2025-04-15","11:00:00","350","257","93","26.57%"
"2025-04-15","11:30:00","331","228","103","31.12%"
"2025-04-15","12:00:00","319","291","28","8.78%"
"2025-04-15","12:30:00","206","302","-96","-46.60%"
"2025-04-15","13:00:00","248","175","73","29.44%"
"2025-04-15","13:30:00","265","226","39","14.72%"
"2025-04-15","14:00:00","459","282","177","38.56%"
"2025-04-15","14:30:00","363","233","130","35.81%"
"2025-04-15","15:00:00","553","330","223","40.33%"
"2025-04-15","15:30:00","405","275","130","32.10%"
"2025-04-15","16:00:00","445","270","175","39.33%"
"2025-04-15","16:30:00","357","292","65","18.21%"
"2025-04-15","17:00:00","354","238","116","32.77%"
"2025-04-15","17:30:00","270","262","8","2.96%"
"2025-04-15","18:00:00","312","273","39","12.50%"
"2025-04-15","18:30:00","301","186","115","38.21%"
"2025-04-15","19:00:00","378","108","270","71.43%"
"2025-04-15","19:30:00","0","3","-3","0.00%"
"2025-04-16","09:30:00","0","1","-1","0.00%"
"2025-04-16","10:00:00","129","32","97","75.19%"
"2025-04-16","10:30:00","45","51","-6","-13.33%"
"2025-04-16","11:00:00","301","27","274","91.03%"
"2025-04-16","11:30:00","71","62","9","12.68%"
"2025-04-16","12:00:00","68","47","21","30.88%"
"2025-04-16","12:30:00","38","33","5","13.16%"
"2025-04-16","13:00:00","32","59","-27","-84.38%"
"2025-04-16","13:30:00","45","40","5","11.11%"
"2025-04-16","14:00:00","215","73","142","66.05%"
"2025-04-16","14:30:00","48","44","4","8.33%"
"2025-04-16","15:00:00","197","58","139","70.56%"
"2025-04-16","15:30:00","36","53","-17","-47.22%"
"2025-04-16","16:00:00","51","62","-11","-21.57%"
"2025-04-16","16:30:00","44","63","-19","-43.18%"
"2025-04-16","17:00:00","108","39","69","63.89%"
"2025-04-16","17:30:00","0","2","-2","0.00%"
"2025-04-16","19:30:00","30","0","30","100.00%"
"2025-04-17","09:30:00","0","4","-4","0.00%"
"2025-04-17","10:00:00","101","29","72","71.29%"
"2025-04-17","10:30:00","66","24","42","63.64%"
"2025-04-17","11:00:00","86","67","19","22.09%"
"2025-04-17","11:30:00","91","69","22","24.18%"
"2025-04-17","12:00:00","89","85","4","4.49%"
"2025-04-17","12:30:00","93","83","10","10.75%"
"2025-04-17","13:00:00","59","82","-23","-38.98%"
"2025-04-17","13:30:00","53","80","-27","-50.94%"
"2025-04-17","14:00:00","138","100","38","27.54%"
"2025-04-17","14:30:00","119","101","18","15.13%"
"2025-04-17","15:00:00","223","93","130","58.30%"
"2025-04-17","15:30:00","83","99","-16","-19.28%"
"2025-04-17","16:00:00","78","115","-37","-47.44%"
"2025-04-17","16:30:00","140","104","36","25.71%"
"2025-04-17","17:00:00","93","93","0","0.00%"
"2025-04-18","09:30:00","0","9","-9","0.00%"
"2025-04-18","10:00:00","197","127","70","35.53%"
"2025-04-18","10:30:00","220","108","112","50.91%"
"2025-04-18","11:00:00","277","174","103","37.18%"
"2025-04-18","11:30:00","212","189","23","10.85%"
"2025-04-18","12:00:00","206","260","-54","-26.21%"
"2025-04-18","12:30:00","141","225","-84","-59.57%"
"2025-04-18","13:00:00","133","183","-50","-37.59%"
"2025-04-18","13:30:00","94","159","-65","-69.15%"
"2025-04-18","14:00:00","258","166","92","35.66%"
"2025-04-18","14:30:00","239","196","43","17.99%"
"2025-04-18","15:00:00","428","293","135","31.54%"
"2025-04-18","15:30:00","218","282","-64","-29.36%"
"2025-04-18","16:00:00","187","304","-117","-62.57%"
"2025-04-18","16:30:00","280","193","87","31.07%"
"2025-04-18","17:00:00","238","117","121","50.84%"
"2025-04-18","17:30:00","151","291","-140","-92.72%"
"2025-04-18","18:00:00","939","452","487","51.86%"
"2025-04-18","18:30:00","888","398","490","55.18%"
"2025-04-18","19:00:00","843","467","376","44.60%"
"2025-04-18","19:30:00","835","357","478","57.25%"
"2025-04-18","20:00:00","754","243","511","67.77%"
"2025-04-18","20:30:00","0","43","-43","0.00%"
"2025-04-19","09:30:00","0","7","-7","0.00%"
"2025-04-19","10:00:00","209","91","118","56.46%"
"2025-04-19","10:30:00","236","142","94","39.83%"
"2025-04-19","11:00:00","313","179","134","42.81%"
"2025-04-19","11:30:00","296","244","52","17.57%"
"2025-04-19","12:00:00","250","333","-83","-33.20%"
"2025-04-19","12:30:00","242","298","-56","-23.14%"
"2025-04-19","13:00:00","214","248","-34","-15.89%"
"2025-04-19","13:30:00","169","217","-48","-28.40%"
"2025-04-19","14:00:00","426","212","214","50.23%"
"2025-04-19","14:30:00","213","192","21","9.86%"
"2025-04-19","15:00:00","435","314","121","27.82%"
"2025-04-19","15:30:00","264","381","-117","-44.32%"
"2025-04-19","16:00:00","303","374","-71","-23.43%"
"2025-04-19","16:30:00","355","237","118","33.24%"
"2025-04-19","17:00:00","227","103","124","54.63%"
"2025-04-19","17:30:00","0","3","-3","0.00%"
"2025-04-19","19:00:00","4","0","4","100.00%"
"2025-04-20","09:30:00","0","8","-8","0.00%"
"2025-04-20","10:00:00","193","172","21","10.88%"
"2025-04-20","10:30:00","230","213","17","7.39%"
"2025-04-20","11:00:00","402","215","187","46.52%"
"2025-04-20","11:30:00","252","232","20","7.94%"
"2025-04-20","12:00:00","287","220","67","23.34%"
"2025-04-20","12:30:00","190","265","-75","-39.47%"
"2025-04-20","13:00:00","217","200","17","7.83%"
"2025-04-20","13:30:00","184","259","-75","-40.76%"
"2025-04-20","14:00:00","186","163","23","12.37%"
"2025-04-20","14:30:00","280","291","-11","-3.93%"
"2025-04-20","15:00:00","229","219","10","4.37%"
"2025-04-20","15:30:00","222","230","-8","-3.60%"
"2025-04-20","16:00:00","223","184","39","17.49%"
"2025-04-20","16:30:00","145","183","-38","-26.21%"
"2025-04-20","17:00:00","190","71","119","62.63%"
"2025-04-22","09:30:00","0","2","-2","0.00%"
"2025-04-22","10:00:00","568","209","359","63.20%"
"2025-04-22","10:30:00","472","238","234","49.58%"
"2025-04-22","11:00:00","520","288","232","44.62%"
"2025-04-22","11:30:00","328","277","51","15.55%"
"2025-04-22","12:00:00","365","303","62","16.99%"
"2025-04-22","12:30:00","217","211","6","2.76%"
"2025-04-22","13:00:00","260","170","90","34.62%"
"2025-04-22","13:30:00","198","238","-40","-20.20%"
"2025-04-22","14:00:00","444","242","202","45.50%"
"2025-04-22","14:30:00","378","236","142","37.57%"
"2025-04-22","15:00:00","500","341","159","31.80%"
"2025-04-22","15:30:00","379","338","41","10.82%"
"2025-04-22","16:00:00","414","286","128","30.92%"
"2025-04-22","16:30:00","298","312","-14","-4.70%"
"2025-04-22","17:00:00","303","281","22","7.26%"
"2025-04-22","17:30:00","237","209","28","11.81%"
"2025-04-22","18:00:00","277","179","98","35.38%"
"2025-04-22","18:30:00","246","240","6","2.44%"
"2025-04-22","19:00:00","283","160","123","43.46%"
"2025-04-22","19:30:00","15","3","12","80.00%"
"2025-04-23","09:30:00","0","4","-4","0.00%"
"2025-04-23","10:00:00","162","69","93","57.41%"
"2025-04-23","10:30:00","71","35","36","50.70%"
"2025-04-23","11:00:00","67","88","-21","-31.34%"
"2025-04-23","11:30:00","38","48","-10","-26.32%"
"2025-04-23","12:00:00","41","28","13","31.71%"
"2025-04-23","12:30:00","22","23","-1","-4.55%"
"2025-04-23","13:00:00","15","21","-6","-40.00%"
"2025-04-23","13:30:00","26","17","9","34.62%"
"2025-04-23","14:00:00","76","35","41","53.95%"
"2025-04-23","14:30:00","30","51","-21","-70.00%"
"2025-04-23","15:00:00","118","78","40","33.90%"
"2025-04-23","15:30:00","35","54","-19","-54.29%"
"2025-04-23","16:00:00","92","48","44","47.83%"
"2025-04-23","16:30:00","39","54","-15","-38.46%"
"2025-04-23","17:00:00","58","48","10","17.24%"
"2025-04-23","17:30:00","1","0","1","100.00%"
